,Unnamed: 0,idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family,rxn_smiles,rxn_smiles_random,rxn_smiles_rxnmapper,rxn_smiles_nomapping
182,182,185,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11],[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C:5]1,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1-2H,3-4H2","InChI=1S/C4H6O/c1-2-4-5-3-1/h1,3-4H2",66.72247,62.69635,Singlet_Carbene_Intra_Disproportionation,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11]>>[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C:5]1,[C:1]1([H:10])([H:11])[O:2][C:4]([H:6])([H:9])[C:3]([H:8])=[C:5]1[H:7]>>[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C:5]1,[CH:1]1=[CH:2][CH2:3][O:4][CH2:5]1>>[C:1]1[CH2:2][CH2:3][O:4][CH2:5]1,[C]1([H])([H])[O][C]([H])([H])[C]([H])=[C]1[H]>>[C]1([H])([H])[O][C]([H])([H])[C]([H])([H])[C]1
183,183,186,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11],[C:1]([C:5]#[C:4][H:10])([H:6])([H:7])[H:11].[O:2]=[C:3]([H:8])[H:9],"InChI=1S/C4H6O/c1-2-4-5-3-1/h1-2H,3-4H2","InChI=1S/C3H4.CH2O/c1-3-2;1-2/h1H,2H3;1H2",104.27805,33.23537,,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11]>>[C:1]([C:5]#[C:4][H:10])([H:6])([H:7])[H:11].[O:2]=[C:3]([H:8])[H:9],[C:1]1([H:6])=[C:5]([H:11])[C:4]([H:7])([H:10])[O:2][C:3]1([H:8])[H:9]>>[C:1]([C:5]#[C:4][H:10])([H:6])([H:7])[H:11].[O:2]=[C:3]([H:8])[H:9],[CH:1]1=[CH:2][CH2:3][O:5][CH2:4]1>>[CH:1]#[C:2][CH3:3].[CH2:4]=[O:5],[C]1([H])([H])[O][C]([H])([H])[C]([H])=[C]1[H]>>[C]([C]#[C][H])([H])([H])[H].[O]=[C]([H])[H]
184,184,187,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([c:2]1[n:3]([H:10])[c-:4][c:5]([H:11])[o+:6]1)([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h3,5H,1H3",86.88414,47.84161,,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([c:2]1[n:3]([H:10])[c-:4][c:5]([H:11])[o+:6]1)([H:7])([H:8])[H:9],[C:1]([c:2]1[n:3][c:4]([H:8])[c:5]([H:7])[o:6]1)([H:9])([H:10])[H:11]>>[C:1]([c:2]1[n:3]([H:10])[c-:4][c:5]([H:11])[o+:6]1)([H:7])([H:8])[H:9],[CH3:1][c:2]1[n:3][cH:4][cH:5][o:6]1>>[CH3:1][c:2]1[nH:3][c-:4][cH:5][o+:6]1,[C]([c]1[n][c]([H])[c]([H])[o]1)([H])([H])[H]>>[C]([c]1[n]([H])[c-][c]([H])[o+]1)([H])([H])[H]
185,185,188,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]#[N+:3][C:4](=[C:5]([O-:6])[H:11])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-2-5-3-4-6/h3-4H,1H3",47.25475,48.66747,,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]#[N+:3][C:4](=[C:5]([O-:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([c:5]1[n:3][c:4]([H:11])[c:2]([H:9])[o:6]1)([H:7])([H:8])[H:10]>>[C:1]([C:2]#[N+:3][C:4](=[C:5]([O-:6])[H:11])[H:10])([H:7])([H:8])[H:9],[CH3:1][c:2]1[n:3][cH:4][cH:5][o:6]1>>[CH3:1][C:2]#[N+:3][CH:4]=[CH:5][O-:6],[C]([c]1[n][c]([H])[c]([H])[o]1)([H])([H])[H]>>[C]([C]#[N+][C](=[C]([O-])[H])[H])([H])([H])[H]
186,186,189,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[N:3][C:4]([H:10])([H:11])[C-:5]=[O+:6]1)([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2H2,1H3",63.11628,51.4856,Singlet_Carbene_Intra_Disproportionation,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[N:3][C:4]([H:10])([H:11])[C-:5]=[O+:6]1)([H:7])([H:8])[H:9],[c:1]1([C:4]([H:9])([H:10])[H:11])[n:3][c:5]([H:7])[c:2]([H:8])[o:6]1>>[C:1]([C:2]1=[N:3][C:4]([H:10])([H:11])[C-:5]=[O+:6]1)([H:7])([H:8])[H:9],[CH3:1][c:2]1[n:3][cH:4][cH:5][o:6]1>>[CH3:1][C:2]1=[N:3][CH2:4][C-:5]=[O+:6]1,[C]([c]1[n][c]([H])[c]([H])[o]1)([H])([H])[H]>>[C]([C]1=[N][C]([H])([H])[C-]=[O+]1)([H])([H])[H]
187,187,190,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[N:3]([H:7])[C:4]([H:10])=[C:5]([H:11])[O:6]1)([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3,5H,1H2",78.03481,26.75179,,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1](=[C:2]1[N:3]([H:7])[C:4]([H:10])=[C:5]([H:11])[O:6]1)([H:8])[H:9],[C:1]([c:2]1[n:3][c:4]([H:8])[c:5]([H:10])[o:6]1)([H:7])([H:9])[H:11]>>[C:1](=[C:2]1[N:3]([H:7])[C:4]([H:10])=[C:5]([H:11])[O:6]1)([H:8])[H:9],[CH3:1][c:2]1[n:3][cH:4][cH:5][o:6]1>>[CH2:1]=[C:2]1[NH:3][CH:4]=[CH:5][O:6]1,[C]([c]1[n][c]([H])[c]([H])[o]1)([H])([H])[H]>>[C](=[C]1[N]([H])[C]([H])=[C]([H])[O]1)([H])[H]
188,188,191,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([N:3]=[C:4]=[C:5]([H:10])[H:11])=[O:6])([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-3-5-4(2)6/h1H2,2H3",82.29202,22.46865,,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]=[C:4]=[C:5]([H:10])[H:11])=[O:6])([H:7])([H:8])[H:9],[C:1]([c:2]1[n:3][c:4]([H:8])[c:5]([H:10])[o:6]1)([H:7])([H:9])[H:11]>>[C:1]([C:2]([N:3]=[C:4]=[C:5]([H:10])[H:11])=[O:6])([H:7])([H:8])[H:9],[cH:1]1[cH:2][n:3][c:4]([CH3:5])[o:6]1>>[CH2:1]=[C:2]=[N:3][C:4]([CH3:5])=[O:6],[C]([c]1[n][c]([H])[c]([H])[o]1)([H])([H])[H]>>[C]([C]([N]=[C]=[C]([H])[H])=[O])([H])([H])[H]
189,189,192,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[N:3]=[C:4]([H:10])[C:5]([H:7])([H:11])[O:6]1)([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2H,1,3H2",87.71525,20.17191,,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1](=[C:2]1[N:3]=[C:4]([H:10])[C:5]([H:7])([H:11])[O:6]1)([H:8])[H:9],[c:1]1([H:11])[c:2]([H:10])[n:3][c:5]([C:4]([H:7])([H:8])[H:9])[o:6]1>>[C:1](=[C:2]1[N:3]=[C:4]([H:10])[C:5]([H:7])([H:11])[O:6]1)([H:8])[H:9],[CH3:1][c:2]1[n:3][cH:4][cH:5][o:6]1>>[CH2:1]=[C:2]1[N:3]=[CH:4][CH2:5][O:6]1,[C]([c]1[n][c]([H])[c]([H])[o]1)([H])([H])[H]>>[C](=[C]1[N]=[C]([H])[C]([H])([H])[O]1)([H])[H]
190,190,193,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([N:3]=[C:2]=[O:6])([H:7])([H:8])[H:9].[C:4](#[C:5][H:11])[H:10],"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3",InChI=1S/C2H3NO.C2H2/c1-3-2-4;1-2/h1H3;1-2H,107.0929,44.59534,,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([N:3]=[C:2]=[O:6])([H:7])([H:8])[H:9].[C:4](#[C:5][H:11])[H:10],[c:1]1([H:10])[c:4]([H:7])[n:3][c:5]([C:2]([H:8])([H:9])[H:11])[o:6]1>>[C:1]([N:3]=[C:2]=[O:6])([H:7])([H:8])[H:9].[C:4](#[C:5][H:11])[H:10],[cH:1]1[cH:3][n:4][c:5]([CH3:2])[o:6]1>>[CH:1]#[CH:2].[CH3:3][N:4]=[C:5]=[O:6],[C]([c]1[n][c]([H])[c]([H])[o]1)([H])([H])[H]>>[C]([N]=[C]=[O])([H])([H])[H].[C](#[C][H])[H]
191,191,194,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[N:3][C@@:4]1([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-3-4(2-6)5-3/h2,4H,1H3/t4-/m1/s1",77.55569,39.62001,ketoenol,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[N:3][C@@:4]1([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[c:1]1([H:9])[c:2]([H:11])[n:3][c:5]([C:4]([H:7])([H:8])[H:10])[o:6]1>>[C:1]([C:2]1=[N:3][C@@:4]1([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[CH3:1][c:2]1[n:3][cH:4][cH:5][o:6]1>>[CH3:1][C:2]1=[N:3][C@@H:4]1[CH:5]=[O:6],[C]([c]1[n][c]([H])[c]([H])[o]1)([H])([H])[H]>>[C]([C]1=[N][C@@]1([C](=[O])[H])[H])([H])([H])[H]
192,192,195,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[N-:3][C:4]([H:10])=[C:5]=[O+:6]1)([H:8])[H:9].[H:7][H:11],"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3","InChI=1S/C4H3NO.H2/c1-4-5-2-3-6-4;/h2H,1H2;1H",131.63566,88.13241,,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1](=[C:2]1[N-:3][C:4]([H:10])=[C:5]=[O+:6]1)([H:8])[H:9].[H:7][H:11],[c:1]1([H:10])[c:4]([H:11])[n:3][c:5]([C:2]([H:7])([H:8])[H:9])[o:6]1>>[C:1](=[C:2]1[N-:3][C:4]([H:10])=[C:5]=[O+:6]1)([H:8])[H:9].[H:7][H:11],[CH3:1][c:2]1[n:3][cH:4][cH:5][o:6]1>>[CH2:1]=[C:2]1[N-:3][CH:4]=[C:5]=[O+:6]1.[H:7][H:8],[C]([c]1[n][c]([H])[c]([H])[o]1)([H])([H])[H]>>[C](=[C]1[N-][C]([H])=[C]=[O+]1)([H])[H].[H][H]
193,193,196,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([O:6]/[C:5](=[C:4](\[N+:3]#[C-:2])[H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C4H5NO/c1-4-5-2-3-6-4/h2-3H,1H3","InChI=1S/C4H5NO/c1-5-3-4-6-2/h3-4H,2H3/b4-3-",109.37671,47.50972,,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:6]/[C:5](=[C:4](\[N+:3]#[C-:2])[H:10])[H:11])([H:7])([H:8])[H:9],[c:1]1([H:8])[n:3][c:2]([C:4]([H:9])([H:10])[H:11])[o:6][c:5]1[H:7]>>[C:1]([O:6]/[C:5](=[C:4](\[N+:3]#[C-:2])[H:10])[H:11])([H:7])([H:8])[H:9],[CH3:1][c:6]1[n:2][cH:3][cH:4][o:5]1>>[C-:1]#[N+:2]/[CH:3]=[CH:4]\[O:5][CH3:6],[C]([c]1[n][c]([H])[c]([H])[o]1)([H])([H])[H]>>[C]([O]/[C](=[C](\[N+]#[C-])[H])[H])([H])([H])[H]
194,194,197,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3](=[C:5]=[C:6]([O:4][H:11])[H:12])[H:10])([H:8])[H:9])[H:7],"InChI=1S/C4H6O2/c1-2-4(6)3-5/h1,4-6H,3H2/t4-/m0/s1","InChI=1S/C4H6O2/c5-3-1-2-4-6/h1,4-6H,3H2",68.98079,0.95326,,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3](=[C:5]=[C:6]([O:4][H:11])[H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C@:6]([C:2]([O:4][H:11])([H:9])[H:12])([C:3]#[C:5][H:8])[H:10])[H:7]>>[O:1]([C:2]([C:3](=[C:5]=[C:6]([O:4][H:11])[H:12])[H:10])([H:8])[H:9])[H:7],[OH:1][CH2:2][C@H:5]([C:4]#[CH:3])[OH:6]>>[OH:1][CH:2]=[C:3]=[CH:4][CH2:5][OH:6],[O]([C]([C@@]([O][H])([C]#[C][H])[H])([H])[H])[H]>>[O]([C]([C](=[C]=[C]([O][H])[H])[H])([H])[H])[H]
195,195,198,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[C:3]([O:4][H:7])([C:5]#[C:6][H:12])([H:10])[H:11].[O:1]=[C:2]([H:8])[H:9],"InChI=1S/C4H6O2/c1-2-4(6)3-5/h1,4-6H,3H2/t4-/m0/s1","InChI=1S/C3H4O.CH2O/c1-2-3-4;1-2/h1,4H,3H2;1H2",98.67053,18.81635,,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[C:3]([O:4][H:7])([C:5]#[C:6][H:12])([H:10])[H:11].[O:1]=[C:2]([H:8])[H:9],[O:1]([C@@:2]([C:3]#[C:5][H:7])([C:6]([O:4][H:8])([H:10])[H:12])[H:9])[H:11]>>[C:3]([O:4][H:7])([C:5]#[C:6][H:12])([H:10])[H:11].[O:1]=[C:2]([H:8])[H:9],[CH:1]#[C:2][C@H:3]([OH:4])[CH2:5][OH:6]>>[CH:1]#[C:2][CH2:3][OH:4].[CH2:5]=[O:6],[O]([C]([C@@]([O][H])([C]#[C][H])[H])([H])[H])[H]>>[C]([O][H])([C]#[C][H])([H])[H].[O]=[C]([H])[H]
196,196,199,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:2](/[C:3]([O:4][H:11])=[C:5](/[C:6][H:12])[H:10])([H:8])[H:9])[H:7],"InChI=1S/C4H6O2/c1-2-4(6)3-5/h1,4-6H,3H2/t4-/m0/s1","InChI=1S/C4H6O2/c1-2-4(6)3-5/h1-2,5-6H,3H2/b4-2-",72.95793,44.37866,,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2](/[C:3]([O:4][H:11])=[C:5](/[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:6]([C@:3]([C:2]#[C:5][H:10])([O:4][H:11])[H:9])([H:7])[H:12])[H:8]>>[O:1]([C:2](/[C:3]([O:4][H:11])=[C:5](/[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[CH:1]#[C:2][C@H:3]([OH:4])[CH2:5][OH:6]>>[CH:1]/[CH:2]=[C:3](\[OH:4])[CH2:5][OH:6],[O]([C]([C@@]([O][H])([C]#[C][H])[H])([H])[H])[H]>>[O]([C](/[C]([O][H])=[C](/[C][H])[H])([H])[H])[H]
197,197,200,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[C:3]([O:4][H:11])(=[C:5]=[C:6]([H:7])[H:12])[H:10].[O:1]=[C:2]([H:8])[H:9],"InChI=1S/C4H6O2/c1-2-4(6)3-5/h1,4-6H,3H2/t4-/m0/s1","InChI=1S/C3H4O.CH2O/c1-2-3-4;1-2/h3-4H,1H2;1H2",41.83596,15.81722,Retroene,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[C:3]([O:4][H:11])(=[C:5]=[C:6]([H:7])[H:12])[H:10].[O:1]=[C:2]([H:8])[H:9],[O:1]([C@:2]([C:3]([O:4][H:8])([H:7])[H:9])([C:5]#[C:6][H:10])[H:12])[H:11]>>[C:3]([O:4][H:11])(=[C:5]=[C:6]([H:7])[H:12])[H:10].[O:1]=[C:2]([H:8])[H:9],[CH:1]#[C:2][C@H:3]([OH:4])[CH2:5][OH:6]>>[CH2:1]=[C:2]=[CH:3][OH:4].[CH2:5]=[O:6],[O]([C]([C@@]([O][H])([C]#[C][H])[H])([H])[H])[H]>>[C]([O][H])(=[C]=[C]([H])[H])[H].[O]=[C]([H])[H]
198,198,201,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[O:1](/[C:6](=[C:5]1\[C:2]([H:8])([H:9])[C@:3]1([O:4][H:11])[H:10])[H:12])[H:7],"InChI=1S/C4H6O2/c1-2-4(6)3-5/h1,4-6H,3H2/t4-/m0/s1","InChI=1S/C4H6O2/c5-2-3-1-4(3)6/h2,4-6H,1H2/b3-2+/t4-/m1/s1",69.37389,2.2752,,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1](/[C:6](=[C:5]1\[C:2]([H:8])([H:9])[C@:3]1([O:4][H:11])[H:10])[H:12])[H:7],[O:1]([C@:5]([C:2]([O:4][H:10])([H:7])[H:9])([C:6]#[C:3][H:11])[H:8])[H:12]>>[O:1](/[C:6](=[C:5]1\[C:2]([H:8])([H:9])[C@:3]1([O:4][H:11])[H:10])[H:12])[H:7],[OH:1][CH2:2][C@H:5]([C:4]#[CH:3])[OH:6]>>[OH:1]/[CH:2]=[C:3]1\[CH2:4][C@H:5]1[OH:6],[O]([C]([C@@]([O][H])([C]#[C][H])[H])([H])[H])[H]>>[O](/[C](=[C]1\[C]([H])([H])[C@]1([O][H])[H])[H])[H]
199,199,202,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[H:9][H:11].[O:1]([C:2]([C:3](=[O:4])[C:5]#[C:6][H:12])([H:8])[H:10])[H:7],"InChI=1S/C4H6O2/c1-2-4(6)3-5/h1,4-6H,3H2/t4-/m0/s1","InChI=1S/C4H4O2.H2/c1-2-4(6)3-5;/h1,5H,3H2;1H",91.87568,20.35384,,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[H:9][H:11].[O:1]([C:2]([C:3](=[O:4])[C:5]#[C:6][H:12])([H:8])[H:10])[H:7],[O:1]([C@:2]([C:3]([O:4][H:10])([H:9])[H:12])([C:6]#[C:5][H:11])[H:8])[H:7]>>[H:9][H:11].[O:1]([C:2]([C:3](=[O:4])[C:5]#[C:6][H:12])([H:8])[H:10])[H:7],[CH:1]#[C:2][C@H:3]([OH:4])[CH2:5][OH:6]>>[CH:1]#[C:2][C:3](=[O:4])[CH2:5][OH:6].[H:7][H:8],[O]([C]([C@@]([O][H])([C]#[C][H])[H])([H])[H])[H]>>[H][H].[O]([C]([C](=[O])[C]#[C][H])([H])[H])[H]
200,200,203,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:2]([C@@:3]([O:4][H:11])([C:6](=[C:5])[H:12])[H:10])([H:8])[H:9])[H:7],"InChI=1S/C4H6O2/c1-2-4(6)3-5/h1,4-6H,3H2/t4-/m0/s1","InChI=1S/C4H6O2/c1-2-4(6)3-5/h2,4-6H,3H2/t4-/m0/s1",57.61056,43.68987,Singlet_Carbene_Intra_Disproportionation,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C@@:3]([O:4][H:11])([C:6](=[C:5])[H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C@:2]([C:3]([O:4][H:8])([H:7])[H:11])([C:5]#[C:6][H:12])[H:10])[H:9]>>[O:1]([C:2]([C@@:3]([O:4][H:11])([C:6](=[C:5])[H:12])[H:10])([H:8])[H:9])[H:7],[CH:1]#[C:2][C@H:3]([OH:4])[CH2:5][OH:6]>>[C:1]=[CH:2][C@H:3]([OH:4])[CH2:5][OH:6],[O]([C]([C@@]([O][H])([C]#[C][H])[H])([H])[H])[H]>>[O]([C]([C@@]([O][H])([C](=[C])[H])[H])([H])[H])[H]
201,201,204,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])[H:8].[O:1]([H:7])[H:9],"InChI=1S/C4H6O2/c1-2-4(6)3-5/h1,4-6H,3H2/t4-/m0/s1","InChI=1S/C4H4O.H2O/c1-3-4(2)5;/h1-2,4-5H;1H2/t4-;/m1./s1",81.02472,4.11731,,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])[H:8].[O:1]([H:7])[H:9],[O:1]([C@@:2]([C:5]#[C:3][H:10])([C:6]([O:4][H:7])([H:9])[H:12])[H:8])[H:11]>>[C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])[H:8].[O:1]([H:7])[H:9],[OH:1][CH2:2][C@@H:3]([OH:4])[C:5]#[CH:6]>>[OH2:1].[CH:2][C@@H:3]([OH:4])[C:5]#[CH:6],[O]([C]([C@@]([O][H])([C]#[C][H])[H])([H])[H])[H]>>[C]([C@@]([O][H])([C]#[C][H])[H])[H].[O]([H])[H]
202,202,205,[O:1]=[C:2]([C@@:3]1([H:7])[C:4]([H:8])([H:9])[O:5]1)[H:6],[O:1]([C:2][C@@:3]1([H:7])[C:4]([H:8])([H:9])[O:5]1)[H:6],"InChI=1S/C3H4O2/c4-1-3-2-5-3/h1,3H,2H2/t3-/m0/s1","InChI=1S/C3H4O2/c4-1-3-2-5-3/h3-4H,2H2/t3-/m0/s1",80.16979,49.83087,,[O:1]=[C:2]([C@@:3]1([H:7])[C:4]([H:8])([H:9])[O:5]1)[H:6]>>[O:1]([C:2][C@@:3]1([H:7])[C:4]([H:8])([H:9])[O:5]1)[H:6],[O:1]1[C:2]([H:6])([H:7])[C@@:4]1([C:3](=[O:5])[H:8])[H:9]>>[O:1]([C:2][C@@:3]1([H:7])[C:4]([H:8])([H:9])[O:5]1)[H:6],[O:1]=[CH:2][C@H:3]1[CH2:4][O:5]1>>[OH:1][C:2][C@H:3]1[CH2:4][O:5]1,[O]=[C]([C@@]1([H])[C]([H])([H])[O]1)[H]>>[O]([C][C@@]1([H])[C]([H])([H])[O]1)[H]
203,203,206,[O:1]=[C:2]([C@@:3]1([H:7])[C:4]([H:8])([H:9])[O:5]1)[H:6],[O:1]=[C:2]([C@@:3]([C:4][H:9])([O:5][H:8])[H:7])[H:6],"InChI=1S/C3H4O2/c4-1-3-2-5-3/h1,3H,2H2/t3-/m0/s1","InChI=1S/C3H4O2/c1-3(5)2-4/h1-3,5H/t3-/m1/s1",69.32276,66.022,,[O:1]=[C:2]([C@@:3]1([H:7])[C:4]([H:8])([H:9])[O:5]1)[H:6]>>[O:1]=[C:2]([C@@:3]([C:4][H:9])([O:5][H:8])[H:7])[H:6],[O:1]1[C@:2]([C:4](=[O:5])[H:8])([H:9])[C:3]1([H:6])[H:7]>>[O:1]=[C:2]([C@@:3]([C:4][H:9])([O:5][H:8])[H:7])[H:6],[CH2:1]1[C@H:2]([CH:4]=[O:5])[O:3]1>>[CH:1][C@@H:2]([OH:3])[CH:4]=[O:5],[O]=[C]([C@@]1([H])[C]([H])([H])[O]1)[H]>>[O]=[C]([C@@]([C][H])([O][H])[H])[H]
